pclass,survived,name,gender,age,fare,embarked
3,0,"Saether, Mr. Simon Sivertsen",male,38.5,7.25,S
3,0,"Sage, Master. Thomas Henry",male,29.8811345124283,69.55,S
3,0,"Sage, Master. William Henry",male,14.5,69.55,S
3,0,"Sage, Miss. Ada",female,29.8811345124283,69.55,S
3,0,"Sage, Miss. Constance Gladys",female,29.8811345124283,69.55,S
3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,29.8811345124283,69.55,S
3,0,"Sage, Miss. Stella Anna",female,29.8811345124283,69.55,S
3,0,"Sage, Mr. Douglas Bullen",male,29.8811345124283,69.55,S
3,0,"Sage, Mr. Frederick",male,29.8811345124283,69.55,S
3,0,"Sage, Mr. George John Jr",male,29.8811345124283,69.55,S
3,0,"Sage, Mr. John George",male,29.8811345124283,69.55,S
3,0,"Sage, Mrs. John (Annie Bullen)",female,29.8811345124283,69.55,S
3,0,"Salander, Mr. Karl Johan",male,24.0,9.33,S
3,1,"Salkjelsvik, Miss. Anna Kristine",female,21.0,7.65,S
3,0,"Salonen, Mr. Johan Werner",male,39.0,7.93,S
3,0,"Samaan, Mr. Elias",male,29.8811345124283,21.68,C
3,0,"Samaan, Mr. Hanna",male,29.8811345124283,21.68,C
3,0,"Samaan, Mr. Youssef",male,29.8811345124283,21.68,C
3,1,"Sandstrom, Miss. Beatrice Irene",female,1.0,16.7,S
3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,16.7,S
3,1,"Sandstrom, Miss. Marguerite Rut",female,4.0,16.7,S
3,1,"Sap, Mr. Julius",male,25.0,9.5,S
3,0,"Saundercock, Mr. William Henry",male,20.0,8.05,S
3,0,"Sawyer, Mr. Frederick Charles",male,24.5,8.05,S
3,0,"Scanlan, Mr. James",male,29.8811345124283,7.73,Q
3,0,"Sdycoff, Mr. Todor",male,29.8811345124283,7.9,S
3,0,"Shaughnessy, Mr. Patrick",male,29.8811345124283,7.75,Q
3,1,"Sheerlinck, Mr. Jan Baptist",male,29.0,9.5,S
3,0,"Shellard, Mr. Frederick William",male,29.8811345124283,15.1,S
3,1,"Shine, Miss. Ellen Natalia",female,29.8811345124283,7.78,Q
3,0,"Shorney, Mr. Charles Joseph",male,29.8811345124283,8.05,S
3,0,"Simmons, Mr. John",male,29.8811345124283,8.05,S
3,0,"Sirayanian, Mr. Orsen",male,22.0,7.23,C
3,0,"Sirota, Mr. Maurice",male,29.8811345124283,8.05,S
3,0,"Sivic, Mr. Husein",male,40.0,7.9,S
3,0,"Sivola, Mr. Antti Wilhelm",male,21.0,7.93,S
3,1,"Sjoblom, Miss. Anna Sofia",female,18.0,7.5,S
3,0,"Skoog, Master. Harald",male,4.0,27.9,S
3,0,"Skoog, Master. Karl Thorsten",male,10.0,27.9,S
3,0,"Skoog, Miss. Mabel",female,9.0,27.9,S
3,0,"Skoog, Miss. Margit Elizabeth",female,2.0,27.9,S
3,0,"Skoog, Mr. Wilhelm",male,40.0,27.9,S
3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,27.9,S
3,0,"Slabenoff, Mr. Petco",male,29.8811345124283,7.9,S
3,0,"Slocovski, Mr. Selman Francis",male,29.8811345124283,8.05,S
3,0,"Smiljanic, Mr. Mile",male,29.8811345124283,8.66,S
3,0,"Smith, Mr. Thomas",male,29.8811345124283,7.75,Q
3,1,"Smyth, Miss. Julia",female,29.8811345124283,7.73,Q
3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,7.65,S
3,0,"Somerton, Mr. Francis William",male,30.0,8.05,S
3,0,"Spector, Mr. Woolf",male,29.8811345124283,8.05,S
3,0,"Spinner, Mr. Henry John",male,32.0,8.05,S
3,0,"Staneff, Mr. Ivan",male,29.8811345124283,7.9,S
3,0,"Stankovic, Mr. Ivan",male,33.0,8.66,C
3,1,"Stanley, Miss. Amy Zillah Elsie",female,23.0,7.55,S
3,0,"Stanley, Mr. Edward Roland",male,21.0,8.05,S
3,0,"Storey, Mr. Thomas",male,60.5,33.29626146789031,S
3,0,"Stoytcheff, Mr. Ilia",male,19.0,7.9,S
3,0,"Strandberg, Miss. Ida Sofia",female,22.0,9.84,S
3,1,"Stranden, Mr. Juho",male,31.0,7.93,S
3,0,"Strilic, Mr. Ivan",male,27.0,8.66,S
3,0,"Strom, Miss. Telma Matilda",female,2.0,10.46,S
3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,10.46,S
3,1,"Sunderland, Mr. Victor Francis",male,16.0,8.05,S
3,1,"Sundman, Mr. Johan Julian",male,44.0,7.93,S
3,0,"Sutehall, Mr. Henry Jr",male,25.0,7.05,S
3,0,"Svensson, Mr. Johan",male,74.0,7.78,S
3,1,"Svensson, Mr. Johan Cervin",male,14.0,9.23,S
3,0,"Svensson, Mr. Olof",male,24.0,7.8,S
3,1,"Tenglin, Mr. Gunnar Isidor",male,25.0,7.8,S
3,0,"Theobald, Mr. Thomas Leonard",male,34.0,8.05,S
3,1,"Thomas, Master. Assad Alexander",male,0.4167,8.52,C
3,0,"Thomas, Mr. Charles P",male,29.8811345124283,6.44,C
3,0,"Thomas, Mr. John",male,29.8811345124283,6.44,C
3,0,"Thomas, Mr. Tannous",male,29.8811345124283,7.23,C
3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",female,16.0,8.52,C
3,0,"Thomson, Mr. Alexander Morrison",male,29.8811345124283,8.05,S
3,0,"Thorneycroft, Mr. Percival",male,29.8811345124283,16.1,S
3,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,29.8811345124283,16.1,S
3,0,"Tikkanen, Mr. Juho",male,32.0,7.93,S
3,0,"Tobin, Mr. Roger",male,29.8811345124283,7.75,Q
3,0,"Todoroff, Mr. Lalio",male,29.8811345124283,7.9,S
3,0,"Tomlin, Mr. Ernest Portage",male,30.5,8.05,S
3,0,"Torber, Mr. Ernst William",male,44.0,8.05,S
3,0,"Torfa, Mr. Assad",male,29.8811345124283,7.23,C
3,1,"Tornquist, Mr. William Henry",male,25.0,0.0,S
3,0,"Toufik, Mr. Nakli",male,29.8811345124283,7.23,C
3,1,"Touma, Master. Georges Youssef",male,7.0,15.25,C
3,1,"Touma, Miss. Maria Youssef",female,9.0,15.25,C
3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,15.25,C
3,0,"Turcin, Mr. Stjepan",male,36.0,7.9,S
3,1,"Turja, Miss. Anna Sofia",female,18.0,9.84,S
3,1,"Turkula, Mrs. (Hedwig)",female,63.0,9.59,S
3,0,"van Billiard, Master. James William",male,29.8811345124283,14.5,S
3,0,"van Billiard, Master. Walter John",male,11.5,14.5,S
3,0,"van Billiard, Mr. Austin Blyler",male,40.5,14.5,S
3,0,"Van Impe, Miss. Catharina",female,10.0,24.15,S
3,0,"Van Impe, Mr. Jean Baptiste",male,36.0,24.15,S
3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,24.15,S
3,0,"van Melkebeke, Mr. Philemon",male,29.8811345124283,9.5,S
3,0,"Vande Velde, Mr. Johannes Joseph",male,33.0,9.5,S
3,0,"Vande Walle, Mr. Nestor Cyriel",male,28.0,9.5,S
3,0,"Vanden Steen, Mr. Leo Peter",male,28.0,9.5,S
3,0,"Vander Cruyssen, Mr. Victor",male,47.0,9.0,S
3,0,"Vander Planke, Miss. Augusta Maria",female,18.0,18.0,S
3,0,"Vander Planke, Mr. Julius",male,31.0,18.0,S
3,0,"Vander Planke, Mr. Leo Edmondus",male,16.0,18.0,S
3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31.0,18.0,S
3,1,"Vartanian, Mr. David",male,22.0,7.23,C
3,0,"Vendel, Mr. Olof Edvin",male,20.0,7.85,S
3,0,"Vestrom, Miss. Hulda Amanda Adolfina",female,14.0,7.85,S
3,0,"Vovk, Mr. Janko",male,22.0,7.9,S
3,0,"Waelens, Mr. Achille",male,22.0,9.0,S
3,0,"Ware, Mr. Frederick",male,29.8811345124283,8.05,S
3,0,"Warren, Mr. Charles William",male,29.8811345124283,7.55,S
3,0,"Webber, Mr. James",male,29.8811345124283,8.05,S
3,0,"Wenzel, Mr. Linhart",male,32.5,9.5,S
3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,7.23,C
3,0,"Widegren, Mr. Carl/Charles Peter",male,51.0,7.75,S
3,0,"Wiklund, Mr. Jakob Alfred",male,18.0,6.5,S
3,0,"Wiklund, Mr. Karl Johan",male,21.0,6.5,S
3,1,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,7.0,S
3,0,"Willer, Mr. Aaron (""Abi Weller"")",male,29.8811345124283,8.71,S
3,0,"Willey, Mr. Edward",male,29.8811345124283,7.55,S
3,0,"Williams, Mr. Howard Hugh ""Harry""",male,29.8811345124283,8.05,S
3,0,"Williams, Mr. Leslie",male,28.5,16.1,S
3,0,"Windelov, Mr. Einar",male,21.0,7.25,S
3,0,"Wirz, Mr. Albert",male,27.0,8.66,S
3,0,"Wiseman, Mr. Phillippe",male,29.8811345124283,7.25,S
3,0,"Wittevrongel, Mr. Camille",male,36.0,9.5,S
3,0,"Yasbeck, Mr. Antoni",male,27.0,14.45,C
3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,14.45,C
3,0,"Youseff, Mr. Gerious",male,45.5,7.23,C
3,0,"Yousif, Mr. Wazli",male,29.8811345124283,7.23,C
3,0,"Yousseff, Mr. Gerious",male,29.8811345124283,14.46,C
3,0,"Zabour, Miss. Hileni",female,14.5,14.45,C
3,0,"Zabour, Miss. Thamine",female,29.8811345124283,14.45,C
3,0,"Zakarian, Mr. Mapriededer",male,26.5,7.23,C
3,0,"Zakarian, Mr. Ortin",male,27.0,7.23,C
3,0,"Zimmerman, Mr. Leo",male,29.0,7.88,S
